game,num_purch,avg_hr
"Carmageddon Max Pack",3,3
"Third Eye Crime",3,1
"Shadow Man",3,0
"Monster Loves You!",3,4
"BloodRayne 2",3,3
FOTONICA,3,3
"Mr. Robot",3,0
"Pineview Drive",3,2
"Dementium II HD",3,1
"Euro Fishing",3,1
"Harvest Massive Encounter",3,9
"Swarm Arena",3,0
"War, the Game",3,7
"Ashes of the Singularity",3,1
"The Settlers 7 Paths to a Kingdom",3,23
"Blazing Angels Squadrons of WWII",3,8
"Legends of Pegasus",3,8
"Silent Hunter 5 Battle of the Atlantic",3,25
"Letter Quest Grimm's Journey",3,10
"Letter Quest Grimm's Journey Remastered",3,9
ComaMortuary,3,1
"Mad Games Tycoon",3,19
"Cognition An Erica Reed Thriller",3,4
"The Book of Unwritten Tales 2",3,14
"Pat & Mat",3,11
"Etherlords II",3,1
"Action! - Gameplay Recording and Streaming",3,90
"Black Ink",3,80
"Joe Danger",3,2
"Astro Lords",3,0
"Road Not Taken",3,3
"Airport Simulator 2014",3,9
"Akane the Kunoichi",3,2
"Dark Fall 1 The Journal",3,1
"Freedom Fall",3,30
"Rescue Everyday Heroes",3,4
"Shadows of War",3,2
"Hard Truck Apocalypse Rise Of Clans / Ex Machina Meridian 113",3,3
"Project Explore",3,3
"SuperPower 2 Steam Edition",3,2
"Battle of Empires  1914-1918",3,24
"Company of Heroes Europe at War",3,13
"Silent Hunter Wolves of the Pacific",3,172
"Cricket Revolution",3,19
"Guild Wars Game of the Year",3,16
"Dungeonbowl Knockout Edition",3,0
"RWBY Grimm Eclipse",3,2
"Port Royale 2",3,44
"Blitzkrieg 2 Anthology",3,7
"Demise of Nations Rome",3,2
"Escape Goat",3,11
"Super Motherload",3,2
"Wizardry 7 Crusaders of the Dark Savant",3,23
"Delve Deeper",3,2
"Devil May Cry 4 Special Edition",3,7
"Enforcer Police Crime Action",3,7
"Pro Evolution Soccer 2014",3,60
"Paint the Town Red",3,2
"Deadlings - Rotten Edition",3,3
"Decay - The Mare",3,5
"The Witcher Adventure Game",3,16
GUN,3,0
"NBA 2K12",3,91
Auditorium,3,0
"Razor2 Hidden Skies",3,0
"STAR WARS X-Wing Alliance",3,1
KHOLAT,2,1
"Air Brawl",2,2
"The Floor is Jelly",2,1
"FRACT OSC",2,1
"TRI Of Friendship and Madness",2,0
"Return to Mysterious Island 2",2,6
RoboBlitz,2,0
"Puzzler World 2",2,19
"The Movies",2,15
"Abyss The Wraiths of Eden",2,7
"Potatoman Seeks the Troof",2,1
"Panzer Corps",2,3
"Desperados - Wanted Dead or Alive",2,6
"Dynasty Warriors 8 - Empires",2,12
Squad,2,12
"Autobahn Police Simulator",2,1
"Bus-Simulator 2012",2,3
"Rabbit Hole 3D Steam Edition",2,3
"Nancy Drew Shadow at the Water's Edge",2,12
"Nancy Drew Tomb of the Lost Queen",2,7
"Nancy Drew Warnings at Waverly Academy",2,6
"Nancy Drew Danger on Deception Island ",2,5
"Nancy Drew Last Train to Blue Moon Canyon",2,4
Pongo,2,15
"World Basketball Manager 2010",2,0
"Warhammer 40,000 Regicide",2,2
"Warhammer Quest",2,2
"Dominions 4",2,5
Retrovirus,2,3
"The Repopulation",2,33
"Star Crusade CCG",2,1
"Teddy Floppy Ear - The Race",2,3
"Curse The Eye of Isis",2,0
"Elite Dangerous Horizons",2,3
"Call of Tomsk-7",2,2
"Mystery PI The Vegas Heist",2,9
"Mystery P.I. The Lottery Ticket",2,9
"Judge Dredd Dredd vs Death",2,1
"Noir Syndrome",2,1
"Adventurer Manager",2,21
"Dark Void Zero",2,0
"Eschalon Book 2",2,128
Halfway,2,3
"Ys VI The Ark of Napishtim",2,5
"King's Bounty Dark Side",2,183
Spermination,2,1
Ikaruga,2,2
"Kingdom Tales 2",2,5
"Time Mysteries 2 The Ancient Spectres",2,5
"Time Mysteries 3 The Final Enigma",2,2
"Left in the Dark No One on Board",2,3
"The Clockwork Man",2,4
"Dark Arcana The Carnival",2,2
"Black Viper Sophia's Fate",2,0
"The Clockwork Man The Hidden World",2,5
"Randal's Monday",2,2
"Clickteam Fusion 2.5",2,0
"Unity of Command",2,0
"Condemned Criminal Origins",2,0
"Hegemony Gold Wars of Ancient Greece",2,3
"Codename Panzers - Cold War",2,3
"City of Heroes",2,8
"Controller Companion",2,1
"Hamlet or the last game without MMORPG features, shaders and product placement",2,5
"Gold Rush! Classic",2,2
"Watchmen The End Is Nigh Part 2",2,3
"Renowned Explorers International Society",2,26
"Alone in the Dark",2,0
"Speed Kills",2,5
"War in a Box Paper Tanks",2,6
"Rhythm Zone",2,0
MotoGP14,2,49
"World of Zoo",2,1
"Blood of the Werewolf",2,1
Obscure,2,8
Stonerid,2,2
"18 Wheels of Steel American Long Haul",2,6
"Aggression Europe Under Fire",2,1
"Beast Boxing Turbo",2,1
"Dinosaur Hunt Africa Contract",2,1
"Sorcerer King",2,23
"Toy Soldiers War Chest",2,2
"Salvation Prophecy",2,7
VoidExpanse,2,2
"Unstoppable Gorg",2,1
GALAK-Z,2,13
"Reprisal Universe",2,6
Kidnapped,2,2
"Star Ruler 2",2,53
"Gemini Wars",2,2
"Distant Star Revenant Fleet",2,1
"Pride of Nations",2,5
"Pre-Civilization Marble Age",2,5
"The Escapists The Walking Dead",2,4
"THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION",2,1
AXYOS,2,4
Castle,2,1
Clickr,2,3
"Dungeons The Eye of Draconus",2,1
"Victory The Age of Racing",2,1
"Super Hipster Lumberjack",2,0
"Doctor Who The Eternity Clock",2,3
"Kingdom Wars 2 Battles",2,2
"Descent Underground",2,1
"Geometry Wars 3 Dimensions Evolved",2,5
"Enemy Territory Quake Wars",2,7
"Rugby League Team Manager 2015",2,10
"Weapons Genius",2,1
"Special Forces Team X",2,1
"Emergency 2013",2,10
"Virtua Tennis 4",2,3
"Pandora First Contact",2,12
"Automation - The Car Company Tycoon Game",2,6
"The Fifth Day",2,6
WARP,2,1
"Assault Android Cactus",2,1
Scarygirl,2,173
"Sugar Cube Bittersweet Factory",2,3
"Foosball - Street Edition",2,2
"International Snooker",2,0
"Quantum of Solace",2,12
"Dark Fall Lost Souls",2,3
"Vlad the Impaler",2,5
"Take Command Second Manassas",2,0
"From The Depths",2,37
TIS-100,2,6
"Dangerous High School Girls in Trouble!",2,1
"Immortal Empire",2,0
Kyn,2,3
"MoW Face Off XL",2,1
"East India Company",2,50
"The Age of Decadence",2,47
9.03m,2,0
"Cricket Captain 2014",2,14
"To End All Wars",2,10
"Lost Planet Extreme Condition - Colonies Edition",2,2
VelocityUltra,2,1
"Ghost in the Shell Stand Alone Complex First Assault Online",2,4
"Turok Dinosaur Hunter",2,0
"Descent 2",2,0
"Street Fighter V Beta",2,2
"Eryi's Action",2,3
"The Mean Greens - Plastic Warfare",2,2
Gunship!,2,1
"BookWorm Adventures Volume 2",2,60
Chrome,2,0
"Chrome Specforce",2,0
"Stellar Impact",2,6
"Sniper Elite Zombie Army",2,1
"Secret Files Puritas Cordis",2,24
"Secret Files Sam Peters",2,5
"Tiamat X",2,0
"Ninja Reflex Steamworks Edition",2,1
"Runespell Overture",2,1
"Your Doodles Are Bugged!",2,0
"Pro Cycling Manager 2014",2,178
"Farm for your Life",2,9
"Nancy Drew The Deadly Device",2,8
"Nancy Drew Ghost of Thornton Hall",2,6
"Dungeon Souls",2,46
Shad'O,2,1
"Of Guards And Thieves",2,2
Particulars,2,0
"Mordheim City of the Damned",2,17
"Kingdoms Rise",2,1
"1000 Amps",2,0
"Arms Dealer",2,2
"City Life 2008",2,3
"Rising World",2,6
Slip,2,0
Oniken,2,12
ArchonClassic,2,1
"planetarian ~the reverie of a little planet~",2,0
"Cities XL",2,3
"YOU DON'T KNOW JACK",2,2
"Schrdinger's Cat and the Raiders of the Lost Quark",2,0
"WRC 5",2,3
"Tap Heroes",2,11
Antisquad,2,16
"Beyond Space",2,13
"Angels of Fasaria Version 2.0",2,10
"Chronicles of a Dark Lord Episode 1 Tides of Fate Complete",2,5
"The Undying Plague",2,4
"Teddy Floppy Ear - Mountain Adventure",2,4
"Enigmatis The Ghosts of Maple Creek",2,5
"The Defenders The Second Wave",2,3
"Journey Of The Light",2,5
"Frederic Evil Strikes Back",2,3
"The Nightmare Cooperative",2,3
Z,2,3
"Vintage Year",2,3
"Fat Chicken",2,2
"Pixel Puzzles UndeadZ",2,2
"Rogue's Tale",2,0
"Secret Ponchos",2,1
"The Golf Club",2,10
"Bob Was Hungry",2,7
Glowfish,2,2
"Dollar Dash",2,1
"Lumino City",2,7
"Stardust Vanguards",2,20
"Stubbs the Zombie in Rebel Without a Pulse",2,3
Arcadia,2,1
BloodRayne,2,7
Crowntakers,2,0
GundeadliGne,2,0
"Gundemonium Recollection",2,0
"Hitogata Happa",2,0
iO,2,1
"Just Get Through",2,2
"Khet 2.0",2,2
"Residue Final Cut",2,3
"RPG Maker 2000",2,10
"Shan Gui",2,0
"Shiny The Firefly",2,3
Shipwreck,2,4
"Song of the Myrne What Lies Beneath",2,2
"Cosmic DJ",2,2
Iesabel,2,14
Violett,2,0
"Void Destroyer",2,2
"Slam Bolt Scrappers",2,1
O.R.B.,2,1
"The Swindle",2,23
"The Masterplan",2,17
"Party Hard",2,16
"Blood Bowl Dark Elves Edition",2,14
"Age of Conan Rise of the Godslayer",2,5
"The Incredible Adventures of Van Helsing III",2,5
"Wolfenstein The Old Blood German Edition",2,7
Vagante,2,5
Volt,2,1
"Legends of Eisenwald",2,25
Gaokao.Love.100Days,2,8
eden*,2,3
"AKIBA'S TRIP Undead & Undressed",2,12
"Corporate Lifestyle Simulator",2,1
"Big Brain Wolf",2,1
"Mensa Academy",2,1
Damnation,2,0
"System Protocol One",2,9
"Twin Sector",2,1
"Chainsaw Warrior",2,4
"Chainsaw Warrior Lords of the Night",2,4
"GemCraft - Chasing Shadows",2,13
"Wings! Remastered Edition",2,2
Hexcells,2,1
"Zuma's Revenge! - Adventure",2,1
"Blacklight Tango Down",2,1
"Fancy Skulls",2,3
"Babel Rising",2,0
"Flower Shop Winter In Fairbrook",2,4
"Microsoft Flight",2,1
"Putt-Putt Travels Through Time",2,1
"Beyond Eyes",2,2
"Freddi Fish and Luther's Maze Madness",2,0
"Putt-Putt and Pep's Balloon-o-Rama",2,1
"Nancy Drew The White Wolf of Icicle Creek",2,13
"Nancy Drew Curse of Blackmoor Manor ",2,7
"Nancy Drew Secrets can Kill",2,4
"Nancy Drew Secret of the Scarlet Hand ",2,4
"Crouching Pony Hidden Dragon",2,0
"A Golden Wake",2,1
BlazeRush,2,0
"Detective Grimoire",2,2
"Dreaming Sarah",2,1
"Into the Dark",2,6
"Magnetic By Nature",2,1
"Metal Planet",2,13
"Saturday Morning RPG",2,3
"The Sun at Night",2,2
"Hollywood Visionary",2,4
"Victory At Sea",2,0
Split/Second,2,4
oO,2,0
"RollerCoaster Tycoon",2,1
"Nancy Drew Danger By Design",2,7
"The Silent Age",2,2
"Ski Region Simulator",2,6
"Mega Man Legacy Collection",2,6
"Revelations 2012",2,2
"TRANSFORMERS Rise of the Dark Spark",2,3
"Jets'n'Guns Gold",2,2
"Outcast 1.1",2,25
"realMyst Masterpiece Edition",2,10
"Organic Panic",2,0
"Battle vs Chess",2,5
"Please, Dont Touch Anything",2,1
"UFO Aftermath",2,7
"Joe Dever's Lone Wolf HD Remastered",2,14
"Keen Dreams",2,12
"Strategic War in Europe",2,3
"Farming World",2,2
Circuits,2,2
"Post Master ",2,1
"Strife Veteran Edition",2,1
Omegalodon,2,9
Qvadriga,2,22
Rotieer,2,7
"The Club",2,1
"Dead State",2,24
"Pro Cycling Manager Season 2009",2,1
"Realms of Arkania 3 - Shadows over Riva Classic",2,1
Clutch,2,1
Infinifactory,2,21
"Children of the Nile Alexandria",2,3
"Children of the Nile",2,1
"Delta Force Black Hawk Down - Team Sabre",2,69
"Delta Force Black Hawk Down",2,1
"Divinity II - Ego Draconis",2,15
Dex,2,11
"Westerado Double Barreled",2,2
"Heavy Bullets",2,3
Glare,2,95
Millie,2,15
"Silent Hunter Wolves of the Pacific U-Boat Missions",2,185
"Assassin's Creed Rogue",2,62
Habitat,2,0
"Empire TV Tycoon",2,7
Showtime!,2,3
"Spooky Cats",2,2
"Parkan 2",2,2
"Aqua Kitty - Milk Mine Defender",2,0
"NBA 2K11",2,0
"Shadow of Kingdoms",2,1
"Anna's Quest",2,9
"Amnesia Memories",2,5
"Fading Hearts",2,3
"Sherlock Holmes and The Hound of The Baskervilles",2,3
"Tree of Life",2,17
"Guardians of Orion",2,0
"Jagged Alliance Flashback",2,4
"Maszyny Rolnicze 2015",2,0
Armello,2,7
"MLB 2K10",2,228
"MLB 2K11",2,107
"Space Ace",2,1
Collapse,2,2
Deathtrap,2,2
"STAR WARS X-Wing vs. TIE Fighter",2,8
"Afterfall InSanity - Dirty Arena Edition",2,0
"Supreme Ruler 2020 Gold",2,20
Rake,2,1
"Battle Group 2",2,3
"Wildlife Park 2",2,15
"Wildlife Park 2 - Marine World",2,0
"Wildlife Park 2 - Dino World",2,2
"Nancy Drew Lights, Camera, Curses!",2,3
"Midnight Mysteries Salem Witch Trials",2,2
"Midnight Mysteries 4 Haunted Houdini",2,3
"Midnight Mysteries 3 Devil on the Mississippi",2,2
Convoy,2,5
Maelstrom,2,1
"Space Siege",2,0
"Nancy Drew Ghost Dogs of Moon Lake ",2,5
"Haunt the House Terrortown",2,1
"Out of the Park Baseball 16",2,330
"GUILTY GEAR XX ACCENT CORE PLUS R",1,1
"Rebuild 3 Gangs of Deadsville",1,8
"Gravity Ghost",1,1
INK,1,0
"Afterlife Empire",1,0
"Cloud Chamber",1,22
"Mission Control NanoMech",1,4
"Hidden Object Bundle 4 in 1",1,27
"CID The Dummy",1,4
Pyroblazer,1,0
Chessmaster,1,2
"Little Big Adventure 2",1,0
"Urizen Shadows of the Cold",1,0
"Project AURA",1,4
"EverQuest Secrets of Faydwer",1,0
"EverQuest Seeds of Destruction",1,0
"Death Skid Marks",1,0
"Oceanhorn Monster of Uncharted Seas",1,0
"Super Chibi Knight",1,3
"Asteroids Outpost",1,0
"Onimusha 3 Demon Siege",1,1
"Adventures of Bertram Fiddle Episode 1 A Dreadly Business",1,2
rFactor,1,2
"9 Clues 2 The Ward",1,5
"Civil War II",1,0
"Amazing Adventures Around the World",1,12
"Chuzzle Deluxe",1,6
"The Wizard's Pen",1,4
"Amazing Adventures The Lost Tomb",1,3
"Big Money! Deluxe",1,3
"Talismania Deluxe",1,2
"Dynomite! Deluxe",1,2
"Bejeweled Deluxe",1,1
"Angry Birds Space",1,3
"Cloudberry Kingdom",1,7
"Boo Bunny Plague",1,2
"Ultionus A Tale of Petty Revenge",1,1
"Heroes of a Broken Land",1,1
"Echo of the Wilds",1,0
"Pound of Ground",1,1
Xeodrifter,1,3
"The Musketeers Victoria's Quest",1,36
"Ballad of Solar",1,10
"Portal of Evil Stolen Runes Collector's Edition",1,5
"Fall of the New Age Premium Edition",1,5
"Grim Legends 2 Song of the Dark Swan",1,4
"The Beast of Lycan Isle - Collector's Edition",1,4
"Mountain Crime Requital",1,4
"Weather Lord The Successor's Path",1,4
"Demon Hunter Chronicles from Beyond",1,4
"Ghost Encounters Deadwood - Collector's Edition",1,3
"Alex Hunter - Lord of the Mind",1,3
"Fairy Tale Mysteries The Puppet Thief Collector's Edition",1,2
"Night Mysteries The Amphora Prisoner",1,2
"Viking Brothers",1,2
"Ice Age Continental Drift Arctic Games",1,1
"Mystery of Neuschwanstein",1,1
"3D Mini Golf",1,1
"Rescue Team 5",1,1
"Castle Never Judge a Book by its Cover",1,1
"The Good Life",1,1
"15 Days",1,1
"Season Match 3 - Curse of the Witch Crow",1,0
"The Egyptian Prophecy The Fate of Ramses",1,0
"Depths of Peril",1,0
"Winning Post 8 2015",1,127
"Hegemony III Clash of the Ancients",1,23
"Pixel Space",1,1
"Disney Infinity 2.0",1,16
Citadels,1,1
"Final Hours of Titanfall",1,0
"Reverse Crawl",1,0
"GestureWorks Gameplay",1,2
"Who's That Flying?!",1,0
"Grey's Anatomy The Video Game",1,1
"ArtRage Studio Pro",1,9
"Lili Child of Geos",1,0
Blockscape,1,1
Roguelands,1,7
"Dragon The Game",1,1
"Towtruck Simulator 2015",1,2
"Captain Forever Remix",1,22
Immune,1,0
"Nom Nom Galaxy",1,8
"Finn and Jake's Epic Quest",1,6
"The Magic Circle",1,5
"Mushroom 11",1,1
RONIN,1,1
"The Universim",1,1
Gateways,1,0
"Global Agenda - Beta",1,23
"Robot Rescue Revolution",1,6
"Tetrobot and Co.",1,2
"Toast Time",1,1
"Formula Fusion",1,0
"Hegemony Rome The Rise of Caesar",1,6
"Hegemony Philip of Macedon",1,3
"Industry Giant 2",1,5
"Magicka Wizards of the Square Tablet",1,0
"Cabela's African Adventures",1,1
"SlamIt Pinball Big Score",1,1
"Dead or Alive 5 Last Round",1,16
"3089 -- Futuristic Action RPG",1,0
"Castle In The Darkness",1,11
"Akaneiro Demon Hunters",1,0
"Second Chance Heroes",1,0
Armikrog,1,5
Hardland,1,2
"Emergency 2012",1,46
"Dive to the Titanic",1,5
"Terminator Salvation",1,4
"Cabelas Trophy Bucks",1,3
Saw,1,2
"Mars Colony Challenger",1,5
Lucidity,1,0
Nevermind,1,36
CRYENGINE,1,0
Cosmophony,1,4
"Choice of the Deathless",1,2
"Virtual Villagers A New Home",1,4
"Build-A-Lot 4",1,97
"Hotel Giant 2",1,44
"Comanche 4",1,22
Build-A-Lot,1,9
"Build-A-Lot 2",1,5
"Petz Horsez 2",1,17
"Distant Worlds Universe",1,132
Rigonauts,1,2
"PT Boats Knights of the Sea",1,11
"East India Company Pirate Bay",1,6
"Heroes Over Europe",1,3
"East India Company Privateer",1,0
"PT Boats South Gambit",1,0
"Final Slam 2",1,0
"3DMark Vantage",1,21
"Retro-Pixel Castles",1,3
"Korwin The Game",1,2
MotoGP13,1,3
"Red Bull X-Fighters",1,1
MDK,1,1
"The Haunted Hells Reach",1,1
"The Flame in the Flood",1,0
"Star Traders 4X Empires",1,8
"The Walking Dead Survival Instinct",1,7
"Governor of Poker 2 Premium Edition",1,1
"Nancy Drew The Captive Curse",1,7
"Nancy Drew Alibi in Ashes",1,5
Westward,1,4
"Tradewinds Caravans",1,2
"Westward 3",1,0
"The Political Machine 2016",1,4
"Ship Simulator Maritime Search and Rescue",1,7
SimpleRockets,1,25
"Signal Ops",1,2
CRYPTARK,1,1
"Necronomicon The Dawning of Darkness",1,0
"Undead Overlord",1,1
"LEVEL 22",1,1
"fault milestone one",1,5
"fault milestone two sideabove",1,2
"Tobe's Vertical Adventure",1,0
"Chip's Challenge 2",1,1
"R.B.I. Baseball 15",1,21
"FIFA Manager 11",1,229
"007 Legends",1,1
TOXIKK,1,1
"Emergency 5 - Deluxe Edition",1,25
Kingdoms,1,0
"Prison Tycoon 3 Lockdown",1,2
"Anno 2205",1,22
"Colonial Conquest",1,0
"You Must Build A Boat",1,32
"Triple Town",1,21
"Point Perfect",1,14
"The Lady",1,11
"The Adventures of Tree",1,7
"3 Stars of Destiny",1,5
"Eaten Alive",1,4
"Teddy Floppy Ear - Kayaking",1,4
"Time Mysteries Inheritance - Remastered",1,3
"Gunspell Steam Edition",1,3
"Battleplan American Civil War",1,3
"Treeker The Lost Glasses",1,3
"Reach for the Sun",1,3
"500 Years Act 1",1,3
"CAFE 0 ~The Drowned Mermaid~",1,3
Obludia,1,3
"Clash of Puppets",1,3
"Splatter - Blood Red Edition",1,3
"Catmouth Island",1,3
"Ancient Planet",1,3
DarkEnd,1,2
"Millennium - A New Hope",1,2
"Fiends of Imprisonment",1,2
"Little Farm",1,1
"Inside The Gear",1,1
"Chris Sawyer's Locomotion",1,3
"Foreign Legion Multi Massacre",1,1
"Insane 2",1,1
"Zombie Grinder",1,8
"Sakura Swim Club",1,2
"10,000,000",1,4
Dodge,1,2
"Bientt l't",1,0
Eradicator,1,0
"Life of Pixel",1,0
"The Graveyard",1,0
"Quarries of Scred",1,0
"The Dreamatorium of Dr. Magnus 2",1,41
"iBomber Attack",1,0
"Puzzle Chronicles",1,1
"A.R.E.S. Extinction Agenda EX",1,10
Servo,1,3
"Guild Commander",1,1
"PixelJunk Shooter Ultimate",1,2
"Aion Collectors Edition",1,22
"Buccaneer The Pursuit of Infamy",1,7
"Crusaders Thy Kingdom Come",1,2
"The Jackbox Party Pack 2",1,14
Unium,1,1
"Choice Chamber",1,5
"Black Ice",1,1
rymdkapsel,1,1
Caribbean!,1,17
"Clockwork Empires",1,9
"Community College Hero Trial by Fire",1,8
"BAD END",1,4
"Higurashi When They Cry - Ch.1 Onikakushi",1,14
"The Clans - Saga of the Twins",1,5
X-note,1,4
Bedlam,1,3
"Blue Rose",1,3
"Damnation City of Death",1,1
"Warrior Kings Battles",1,23
"Homebrew - Vehicle Sandbox",1,1
"Diamond Dan",1,0
"MX vs. ATV Supercross Encore",1,4
"Championship Manager 2008",1,0
"One Late Night Deadline",1,0
"Everyday Genius SquareLogic",1,12
Lumines,1,2
"King of Dragon Pass",1,5
"Football Tactics",1,16
"Rugby Challenge 2",1,5
"Cabela's Dangerous Hunts 2013",1,1
"Movie Studio 13 Platinum - Steam Powered",1,166
Runers,1,50
Crawl,1,26
"Obscure 2",1,1
"Grand Class Melee 2",1,1
ENKI,1,0
"Down To One",1,4
"Dustoff Heli Rescue",1,4
"Haunted House",1,0
"Putt-Putt Joins the Circus",1,1
"Putt-Putt Saves the Zoo",1,1
"Delta Force 2",1,3
"OCEAN CITY RACING",1,1
"Castle of Illusion",1,12
"An Assassin in Orlandes",1,5
"Test Drive Ferrari Racing Legends",1,1
"Adventure Park",1,1
"Arcane Worlds",1,0
"Borderless Gaming",1,13
"RPG Maker MV",1,55
"Broken Sword 4 - the Angel of Death",1,21
Sanitarium,1,10
Oh...Sir!,1,0
"Fritz Chess 14",1,2
"Battle Academy",1,15
"Close Combat - Gateway to Caen",1,1
"Battle Academy 2 Eastern Front",1,0
"Actual Sunlight",1,1
"Space Warp",1,0
"Watchmen The End Is Nigh",1,0
"Theme Park Studio",1,2
Salt,1,13
hocus,1,0
"DCS Black Shark",1,4
Cubot,1,1
"Battle Los Angeles",1,4
"Else Heart.Break()",1,2
"Super Game Jam",1,1
"Thief Town",1,0
Steredenn,1,8
"Music Creator 6 Touch",1,23
"Albino Lullaby Episode 1",1,2
"Leo's Fortune",1,0
CreaVures,1,2
"Memento Mori 2",1,25
Haunted,1,0
Hook,1,2
Abducted,1,0
"Last Knight Rogue Rider Edition",1,0
"Cultures - Northland",1,194
"Chocolatier Decadence by Design",1,90
Zoombinis,1,4
"Ford Racing 3",1,1
Submerged,1,2
"Disciples Sacred Lands Gold",1,7
"Hard Truck Apocalypse / Ex Machina",1,7
Sandmason,1,0
Squirreltopia,1,20
Minimon,1,15
"The Campaign Series Fall Weiss",1,11
"Super 3-D Noah's Ark",1,9
"Cast of the Seven Godsends",1,7
"1953 NATO vs Warsaw Pact",1,6
"Bloodbath Kavkaz",1,5
"The Few",1,5
GunWorld,1,4
Cyto,1,3
"Narco Terror",1,3
Echelon,1,3
1Quest,1,3
"Smooth Operators",1,3
Vox,1,2
"Draconian Wars",1,2
"SCHAR Blue Shield Alliance",1,2
"T.E.C. 3001",1,2
"Horizon Shift",1,2
"Guilty Gear Isuka",1,2
"Dysan the Shapeshifter",1,1
"Constant C",1,1
"Gunslugs 2",1,1
Eleusis,1,1
"Choice of Robots",1,2
"The Incredible Adventures of Van Helsing Final Cut",1,58
Tryst,1,21
"Zombie Tycoon 2 Brainhov's Revenge",1,3
"Tkl Online",1,2
"Treasure Planet Battle at Procyon",1,1
"Seven Kingdoms 2 HD",1,0
"Ghostbusters Sanctum of Slime",1,0
"BloodLust Shadowhunter",1,0
"Azure Striker Gunvolt",1,6
"Carnage Racing",1,0
"Inside a Star-filled Sky ",1,0
"Farming Giant",1,31
"Airline Tycoon Deluxe",1,1
"Pro Rugby Manager 2015",1,4
Angvik,1,0
"Diaper Dash",1,0
"The Stalin Subway",1,0
"Cabela's Hunting Expeditions",1,4
"Warehouse and Logistics Simulator",1,0
"Shark Attack Deathmatch 2",1,2
"LA Cops",1,0
"TyranoBuilder Visual Novel Studio",1,11
"Sky Nations",1,15
Manyland,1,8
"Kill Fun Yeah",1,3
KWAAN,1,1
"Trouble In The Manor",1,1
"New Star Soccer 5",1,12
"The Black Watchmen",1,4
"Bard's Gold",1,119
"Rooms The Unsolvable Puzzle",1,78
Breezeblox,1,48
"Traps N' Gemstones",1,7
"Fatty Maze's Adventures",1,6
Reversi,1,5
"Mr. Bree+",1,2
"Amazing Princess Sarah",1,1
APOX,1,0
"Nimble Writer",1,11
"Kings of Kung Fu",1,5
FLOCK!,1,0
Darkstone,1,19
"Heroes and Titans Online",1,0
"Railroad Pioneer",1,11
"RESCUE 2",1,4
"Imagine Earth",1,1
"Farlight Explorers",1,1
"Pretty Girls Mahjong Solitaire",1,0
"Stargate Resistance",1,162
"Environmental Station Alpha",1,28
"Stick RPG 2",1,2
Volume,1,1
"Shallow Space",1,1
"Sunrider Academy",1,43
GamersGoMakers,1,26
"Buzz Aldrin's Space Program Manager",1,5
Apollo4x,1,4
"Royal Defense",1,2
Taxi,1,2
"Infect and Destroy",1,0
Ironcast,1,37
"Puzzle Quest 2",1,1
"Warhammer 40,000 Armageddon",1,10
"Sniper Elite Zombie Army 2",1,0
"Rulers of Nations",1,53
"Don Bradman Cricket 14",1,89
"CameraBag 2",1,3
"Fair Strike",1,1
"Operation Z",1,0
"Knightmare Tower",1,1
"Substance Painter",1,1
Windborne,1,5
"Dark Echo",1,0
"Alter World",1,0
SickBrick,1,1
"World of Mixed Martial Arts 3",1,11
"The Curious Expedition",1,20
"Planet of the Eyes",1,2
Zotrix,1,1
Akuatica,1,0
"Introduction to 3D Prop Modeling and Design - Viking Armor and Weapons",1,1
ZOMBI,1,2
"European Ship Simulator",1,0
"Science Girls",1,0
Flashback,1,2
"Order of War Challenge",1,3
"Karate Master 2 Knock Down Blow",1,3
"Dangerous Waters",1,1
"Dead Mountaineer's Hotel",1,1
"The Entente Gold",1,0
"One Night",1,0
"Better Late Than DEAD",1,3
I-Fluid,1,1
D.U.S.T.,1,0
"Duck Dynasty",1,2
"Family Guy Back to the Multiverse",1,4
SPACECOM,1,6
"3DMark 11",1,3
"Sublevel Zero",1,0
"Killing Floor Beta",1,0
"Freight Tycoon Inc.",1,11
"Pro Evolution Soccer 2013",1,6
"Panzer Tactics HD",1,11
Autocraft,1,5
"Critter Crunch",1,0
Motorbike,1,1
"Adventure Chronicles The Search For Lost Treasure",1,1
"Castaway Paradise",1,7
"Hello Kitty and Sanrio Friends Racing",1,1
"Raiden Legacy",1,1
"Championship Manager 2010",1,11
"Lords of the Realm II",1,5
"Lords of Magic Special Edition",1,1
"Puzzle Quest Galactrix",1,7
"Island Flight Simulator",1,1
"liteCam Game 100 FPS Game Capture",1,68
"Bullet Heaven 2",1,5
"Psycho Starship Rampage",1,0
B.U.T.T.O.N.,1,0
"Block Story",1,16
"NOBUNAGA'S AMBITION Kakushin with Power Up Kit",1,267
"Eschalon Book 1",1,57
"Over the Dream",1,1
Asteria,1,1
"NASCAR The Game 2013",1,2
"Riding Star",1,3
Monochroma,1,6
"NightShift Code",1,2
"Samantha Swift and the Golden Touch",1,0
"Jack Keane",1,2
RECYCLE,1,1
Starscape,1,9
"SpaceForce Rogue Universe",1,6
Jumpdrive,1,1
"1701 A.D. Sunken Dragon",1,1
FRONTIERS,1,1
"rFactor 2",1,2
"Fast & Furious Showdown",1,3
"Dragon's Lair 2 Time Warp",1,1
"Doodle God",1,6
"Cloudy with a Chance of Meatballs",1,5
"Max and the Magic Marker",1,1
"Nostradamus The Last Prophecy",1,14
